STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-122,1418.9964,,-54.844,69.541,1.166,0.3972,2.19,GUF
ABAB,ABB-122,1419.1488,,-55.1227,69.541,1.157,0.3972,2.19,GUF
ABAB,ABB-122,1419.3012,,-55.4015,69.541,1.148,0.3972,2.19,GUF
ABAB,ABB-122,1419.4536,,-55.6792,69.541,1.173,0.3972,2.19,GUF
ABAB,ABB-122,1419.606,,-55.9579,69.541,1.197,0.3972,2.19,GUF
ABAB,ABB-122,1419.7584,,-55.9677,69.541,1.237,0.3972,2.19,GUF
ABAB,ABB-122,1419.9108,,-55.9774,69.541,1.278,0.3972,2.19,GUF
ABAB,ABB-122,1420.0632,,-55.9872,69.541,1.32,0.3972,2.19,GUF
ABAB,ABB-122,1420.2156,,-55.9969,69.541,1.35,0.3972,2.19,GUF
ABAB,ABB-122,1420.368,,-56.1317,69.541,1.38,0.3972,2.19,GUF
ABAB,ABB-122,1420.5204,,-56.2674,69.541,1.386,0.3972,2.19,GUF
ABAB,ABB-122,1420.6728,,-56.4031,69.541,1.391,0.3972,2.19,GUF
ABAB,ABB-122,1420.8252,,-56.4619,69.541,1.383,0.3972,2.19,GUF
ABAB,ABB-122,1420.9776,,-56.5196,69.541,1.374,0.3972,2.19,GUF
ABAB,ABB-122,1421.13,,-56.5774,69.541,1.366,0.3972,2.19,GUF
ABAB,ABB-122,1421.2824,,-56.6361,69.541,1.357,0.3972,2.19,GUF
ABAB,ABB-122,1421.4348,,-56.4829,69.541,1.345,0.3972,2.19,GUF
ABAB,ABB-122,1421.5872,,-56.3296,69.541,1.332,0.3972,2.19,GUF
ABAB,ABB-122,1421.7396,,-56.1764,69.541,1.32,0.3972,2.19,GUF
ABAB,ABB-122,1421.892,,-56.0221,69.541,1.308,0.3972,2.19,GUF
ABAB,ABB-122,1422.0444,,-56.3268,69.541,1.292,0.3972,2.19,GUF
ABAB,ABB-122,1422.1968,,-56.6306,69.541,1.275,0.3972,2.19,GUF
ABAB,ABB-122,1422.3492,,-56.9343,69.541,1.259,0.3972,2.19,GUF
ABAB,ABB-122,1422.5016,,-56.4751,69.541,1.243,0.3972,2.19,GUF
ABAB,ABB-122,1422.654,,-56.0158,69.541,1.227,0.3972,2.19,GUF
ABAB,ABB-122,1422.8064,,-55.5566,69.541,1.21,0.3972,2.19,GUF
ABAB,ABB-122,1422.9588,,-55.4443,69.541,1.194,0.3972,2.19,GUF
ABAB,ABB-122,1423.1112,,-55.333,69.541,1.178,0.3972,2.19,GUF
ABAB,ABB-122,1423.2636,,-55.4378,69.541,1.181,0.3972,2.19,GUF
ABAB,ABB-122,1423.416,,-55.5425,69.541,1.183,0.3972,2.19,GUF
ABAB,ABB-122,1423.5684,,-55.6473,69.541,1.185,0.3972,2.19,GUF
ABAB,ABB-122,1423.7208,,-55.752,69.541,1.187,0.3972,2.19,GUF
ABAB,ABB-122,1423.8732,,-55.2958,69.541,1.193,0.3972,2.19,GUF
ABAB,ABB-122,1424.0256,,-54.8405,69.541,1.199,0.3972,2.19,GUF
ABAB,ABB-122,1424.178,,-54.3843,69.541,1.205,0.3972,2.19,GUF
ABAB,ABB-122,1424.3304,,-54.311,69.541,1.212,0.3972,2.19,GUF
ABAB,ABB-122,1424.4828,,-54.6277,69.541,1.218,0.3972,2.19,GUF
ABAB,ABB-122,1424.6352,,-54.9445,69.541,1.224,0.3972,2.19,GUF
ABAB,ABB-122,1424.7876,,-55.4282,69.541,1.231,0.3972,2.19,GUF
ABAB,ABB-122,1424.94,,-55.911,69.541,1.239,0.3972,2.19,GUF
ABAB,ABB-122,1425.0924,,-56.0487,69.541,1.247,0.3972,2.19,GUF
ABAB,ABB-122,1425.2448,,-56.1855,69.541,1.255,0.3972,2.19,GUF
ABAB,ABB-122,1425.3972,,-56.3232,69.541,1.274,0.3972,2.19,GUF
ABAB,ABB-122,1425.5496,,-56.3089,69.541,1.294,0.3972,2.19,GUF
ABAB,ABB-122,1425.702,,-56.2947,69.541,1.295,0.3972,2.19,GUF
ABAB,ABB-122,1425.8544,,-56.2804,69.541,1.279,0.3972,2.19,GUF
ABAB,ABB-122,1426.0068,,-56.3702,69.541,1.264,0.3972,2.19,GUF
ABAB,ABB-122,1426.1592,,-56.4589,69.541,1.248,0.3972,2.19,GUF
ABAB,ABB-122,1426.3116,,-56.3707,69.541,1.197,0.3972,2.19,GUF
ABAB,ABB-122,1426.464,,-56.2824,69.541,1.159,0.3972,2.19,GUF
ABAB,ABB-122,1426.6164,,-56.1941,69.541,1.121,0.3972,2.19,GUF
ABAB,ABB-122,1426.7688,,-55.7009,69.541,1.085,0.3972,2.19,GUF
ABAB,ABB-122,1426.9212,,-55.2076,69.541,1.056,0.3972,2.19,GUF
ABAB,ABB-122,1427.0736,,-54.3894,69.541,1.028,0.3972,2.19,GUF
ABAB,ABB-122,1427.226,,-53.5711,69.541,1.001,0.3972,2.19,GUF
ABAB,ABB-122,1427.3784,,-53.2829,69.541,0.981,0.3972,2.19,GUF
ABAB,ABB-122,1427.5308,,-52.9956,69.541,0.968,0.3972,2.19,GUF
ABAB,ABB-122,1427.6832,,-53.6964,69.541,0.955,0.3972,2.19,GUF
ABAB,ABB-122,1427.8356,,-54.3981,69.541,0.934,0.3972,2.19,GUF
ABAB,ABB-122,1427.988,,-55.0988,69.541,0.913,0.3972,2.19,GUF
ABAB,ABB-122,1428.1404,,-55.3406,69.541,0.879,0.3972,2.19,GUF
ABAB,ABB-122,1428.2928,,-55.5823,69.541,0.847,0.3972,2.19,GUF
ABAB,ABB-122,1428.4452,,-55.1421,69.541,0.837,0.3972,2.19,GUF
ABAB,ABB-122,1428.5976,,-54.7008,69.541,0.827,0.3972,2.19,GUF
ABAB,ABB-122,1428.75,,-54.4946,69.541,0.841,0.3972,2.19,GUF
ABAB,ABB-122,1428.9024,,-54.2883,69.541,0.856,0.3972,2.19,GUF
ABAB,ABB-122,1429.0548,,-54.857,69.541,0.871,0.3972,2.19,GUF
ABAB,ABB-122,1429.2072,,-55.4258,69.541,0.924,0.3972,2.19,GUF
ABAB,ABB-122,1429.3596,,-55.9935,69.541,0.982,0.3972,2.19,GUF
ABAB,ABB-122,1429.512,,-56.2163,69.541,1.069,0.3972,2.19,GUF
ABAB,ABB-122,1429.6644,,-56.44,69.541,1.122,0.3972,2.19,GUF
ABAB,ABB-122,1429.8168,,-56.6628,69.541,1.176,0.3972,2.19,GUF
ABAB,ABB-122,1429.9692,,-56.2505,69.541,1.199,0.3972,2.19,GUF
ABAB,ABB-122,1430.1216,,-55.8392,69.541,1.192,0.3972,2.19,GUF
ABAB,ABB-122,1430.274,,-55.428,69.541,1.146,0.3972,2.19,GUF
ABAB,ABB-122,1430.4264,,-55.4727,69.541,1.101,0.3972,2.19,GUF
ABAB,ABB-122,1430.5788,,-55.5175,69.541,1.058,0.3972,2.19,GUF
ABAB,ABB-122,1430.7312,,-55.5622,69.541,0.898,0.3972,2.19,GUF
ABAB,ABB-122,1430.8836,,-55.839,69.541,0.846,0.3972,2.19,GUF
ABAB,ABB-122,1431.036,,-56.1157,69.541,0.796,0.3972,2.19,GUF
ABAB,ABB-122,1431.1884,,-56.3915,69.541,0.761,0.3972,2.19,GUF
ABAB,ABB-122,1431.3408,,-56.3282,69.541,0.728,0.3972,2.19,GUF
ABAB,ABB-122,1431.4932,,-56.2649,69.541,0.696,0.3972,2.19,GUF
ABAB,ABB-122,1431.6456,,-56.2017,69.541,0.654,0.3972,2.19,GUF
ABAB,ABB-122,1431.798,,-56.1384,69.541,0.65,0.3972,2.19,GUF
ABAB,ABB-122,1431.9504,,-56.0152,69.541,0.645,0.3972,2.19,GUF
ABAB,ABB-122,1432.1028,,-55.8909,69.541,0.641,0.3972,2.19,GUF
ABAB,ABB-122,1432.2552,,-55.7677,69.541,0.649,0.3972,2.19,GUF
ABAB,ABB-122,1432.4076,,-55.8404,69.541,0.657,0.3972,2.19,GUF
ABAB,ABB-122,1432.56,,-55.9132,69.541,0.665,0.3972,2.19,GUF
ABAB,ABB-122,1432.7124,,-55.9859,69.541,0.669,0.3972,2.19,GUF
ABAB,ABB-122,1432.8648,,-56.4646,69.541,0.673,0.3972,2.19,GUF
ABAB,ABB-122,1433.0172,,-56.9434,69.541,0.676,0.3972,2.19,GUF
ABAB,ABB-122,1433.1696,,-57.4231,69.541,0.673,0.3972,2.19,GUF
ABAB,ABB-122,1433.322,,-57.4849,69.541,0.67,0.3972,2.19,GUF
ABAB,ABB-122,1433.4744,,-57.5466,69.541,0.667,0.3972,2.19,GUF
ABAB,ABB-122,1433.6268,,-57.6084,69.541,0.658,0.3972,2.19,GUF
ABAB,ABB-122,1433.7792,,-57.4841,69.541,0.65,0.3972,2.19,GUF
ABAB,ABB-122,1433.9316,,-57.3598,69.541,0.641,0.3972,2.19,GUF
ABAB,ABB-122,1434.084,,-57.2346,69.541,0.644,0.3972,2.19,GUF
ABAB,ABB-122,1434.2364,,-57.1103,69.541,0.647,0.3972,2.19,GUF
ABAB,ABB-122,1434.3888,,-56.9851,69.541,0.65,0.3972,2.19,GUF
ABAB,ABB-122,1434.5412,,-56.8368,69.541,0.685,0.3972,2.19,GUF
ABAB,ABB-122,1434.6936,,-56.6896,69.541,0.729,0.3972,2.19,GUF
ABAB,ABB-122,1434.846,,-56.5413,69.541,0.776,0.3972,2.19,GUF
ABAB,ABB-122,1434.9984,,-56.833,69.541,0.822,0.3972,2.19,GUF
ABAB,ABB-122,1435.1508,,-57.1248,69.541,0.871,0.3972,2.19,GUF
ABAB,ABB-122,1435.3032,,-57.8205,69.541,0.918,0.3972,2.19,GUF
ABAB,ABB-122,1435.4556,,-58.5153,69.541,0.947,0.3972,2.19,GUF
ABAB,ABB-122,1435.608,,-58.993,69.541,0.976,0.3972,2.19,GUF
ABAB,ABB-122,1435.7604,,-59.4708,69.541,0.97,0.3972,2.19,GUF
ABAB,ABB-122,1435.9128,,-59.0995,69.541,0.964,0.3972,2.19,GUF
ABAB,ABB-122,1436.0652,,-58.7273,69.541,0.942,0.3972,2.19,GUF
ABAB,ABB-122,1436.2176,,-58.985,69.541,0.921,0.3972,2.19,GUF
ABAB,ABB-122,1436.37,,-59.2127,69.541,0.9,0.3972,2.19,GUF
ABAB,ABB-122,1436.5224,,-59.4405,69.541,0.884,0.3972,2.19,GUF
ABAB,ABB-122,1436.6748,,-59.6682,69.541,0.868,0.3972,2.19,GUF
ABAB,ABB-122,1436.8272,,-59.028,69.541,0.882,0.3972,2.19,GUF
ABAB,ABB-122,1436.9796,,-58.3877,69.541,0.895,0.3972,2.19,GUF
ABAB,ABB-122,1437.132,,-57.3215,69.541,0.911,0.3972,2.19,GUF
ABAB,ABB-122,1437.2844,,-56.2542,69.541,0.926,0.3972,2.19,GUF
ABAB,ABB-122,1437.4368,,-55.1879,69.541,0.942,0.3972,2.19,GUF
ABAB,ABB-122,1437.5892,,-54.8597,69.541,0.943,0.3972,2.19,GUF
ABAB,ABB-122,1437.7416,,-54.5314,69.541,0.944,0.3972,2.19,GUF
ABAB,ABB-122,1437.894,,-54.2022,69.541,0.945,0.3972,2.19,GUF
ABAB,ABB-122,1438.0464,,-54.1429,69.541,0.929,0.3972,2.19,GUF
ABAB,ABB-122,1438.1988,,-54.0837,69.541,0.914,0.3972,2.19,GUF
ABAB,ABB-122,1438.3512,,-54.0234,69.541,0.887,0.3972,2.19,GUF
ABAB,ABB-122,1438.5036,,-53.8951,69.541,0.862,0.3972,2.19,GUF
ABAB,ABB-122,1438.656,,-53.7659,69.541,0.836,0.3972,2.19,GUF
ABAB,ABB-122,1438.8084,,-53.6376,69.541,0.821,0.3972,2.19,GUF
ABAB,ABB-122,1438.9608,,-53.4434,69.541,0.807,0.3972,2.19,GUF
ABAB,ABB-122,1439.1132,,-53.2491,69.541,0.808,0.3972,2.19,GUF
ABAB,ABB-122,1439.2656,,-53.0549,69.541,0.809,0.3972,2.19,GUF
ABAB,ABB-122,1439.418,,-52.8606,69.541,0.811,0.3972,2.19,GUF
ABAB,ABB-122,1439.5704,,-52.5794,69.541,0.824,0.3972,2.19,GUF
ABAB,ABB-122,1439.7228,,-52.2971,69.541,0.837,0.3972,2.19,GUF
ABAB,ABB-122,1439.8752,,-52.4758,69.541,0.851,0.3972,2.19,GUF
ABAB,ABB-122,1440.0276,,-52.6546,69.541,0.866,0.3972,2.19,GUF
ABAB,ABB-122,1440.18,,-52.8323,69.541,0.882,0.3972,2.19,GUF
ABAB,ABB-122,1440.3324,,-53.5061,69.541,0.898,0.3972,2.19,GUF
ABAB,ABB-122,1440.4848,,-54.1788,69.541,0.914,0.3972,2.19,GUF
ABAB,ABB-122,1440.6372,,-56.1236,69.541,0.919,0.3972,2.19,GUF
ABAB,ABB-122,1440.7896,,-57.2123,69.541,0.923,0.3972,2.19,GUF
ABAB,ABB-122,1440.942,,-56.728,69.541,0.927,0.3972,2.19,GUF
ABAB,ABB-122,1441.0944,,-56.2438,69.541,0.927,0.3972,2.19,GUF
ABAB,ABB-122,1441.2468,,-55.7595,69.541,0.927,0.3972,2.19,GUF
ABAB,ABB-122,1441.3992,,-55.7333,69.541,0.927,0.3972,2.19,GUF
ABAB,ABB-122,1441.5516,,-56.772,69.541,0.93,0.3972,2.19,GUF
ABAB,ABB-122,1441.704,,-57.8108,69.541,0.932,0.3972,2.19,GUF
ABAB,ABB-122,1441.8564,,-58.0505,69.541,0.934,0.3972,2.19,GUF
ABAB,ABB-122,1442.0088,,-58.2903,69.541,0.952,0.3972,2.19,GUF
ABAB,ABB-122,1442.1612,,-58.53,69.541,0.97,0.3972,2.19,GUF
ABAB,ABB-122,1442.3136,,-58.1067,69.541,0.988,0.3972,2.19,GUF
ABAB,ABB-122,1442.466,,-57.6835,69.541,1.007,0.3972,2.19,GUF
ABAB,ABB-122,1442.6184,,-57.2602,69.541,1.036,0.3972,2.19,GUF
ABAB,ABB-122,1442.7708,,-56.654,69.541,1.065,0.3972,2.19,GUF
ABAB,ABB-122,1442.9232,,-56.0487,69.541,1.095,0.3972,2.19,GUF
ABAB,ABB-122,1443.0756,,-55.4425,69.541,1.115,0.3972,2.19,GUF
ABAB,ABB-122,1443.228,,-55.1042,69.541,1.136,0.3972,2.19,GUF
ABAB,ABB-122,1443.3804,,-54.7659,69.541,1.157,0.3972,2.19,GUF
ABAB,ABB-122,1443.5328,,-54.4267,69.541,1.179,0.3972,2.19,GUF
ABAB,ABB-122,1443.6852,,-54.0884,69.541,1.201,0.3972,2.19,GUF
ABAB,ABB-122,1443.8376,,-54.3272,69.541,1.207,0.3972,2.19,GUF
ABAB,ABB-122,1443.99,,-54.5659,69.541,1.214,0.3972,2.19,GUF
ABAB,ABB-122,1444.1424,,-54.8047,69.541,1.22,0.3972,2.19,GUF
ABAB,ABB-122,1444.2948,,-55.1554,69.541,1.217,0.3972,2.19,GUF
ABAB,ABB-122,1444.4472,,-55.5061,69.541,1.215,0.3972,2.19,GUF
ABAB,ABB-122,1444.5996,,-55.8579,69.541,1.204,0.3972,2.19,GUF
ABAB,ABB-122,1444.752,,-56.0786,69.541,1.193,0.3972,2.19,GUF
ABAB,ABB-122,1444.9044,,-56.3004,69.541,1.183,0.3972,2.19,GUF
ABAB,ABB-122,1445.0568,,-56.5221,69.541,1.173,0.3972,2.19,GUF
ABAB,ABB-122,1445.2092,,-55.8739,69.541,1.156,0.3972,2.19,GUF
ABAB,ABB-122,1445.3616,,-55.2256,69.541,1.14,0.3972,2.19,GUF
ABAB,ABB-122,1445.514,,-54.7274,69.541,1.125,0.3972,2.19,GUF
ABAB,ABB-122,1445.6664,,-54.2301,69.541,1.109,0.3972,2.19,GUF
ABAB,ABB-122,1445.8188,,-54.5238,69.541,1.094,0.3972,2.19,GUF
ABAB,ABB-122,1445.9712,,-54.8186,69.541,1.075,0.3972,2.19,GUF
ABAB,ABB-122,1446.1236,,-55.1123,69.541,1.056,0.3972,2.19,GUF
ABAB,ABB-122,1446.276,,-55.4061,69.541,1.037,0.3972,2.19,GUF
ABAB,ABB-122,1446.4284,,-55.4478,69.541,1.015,0.3972,2.19,GUF
ABAB,ABB-122,1446.5808,,-55.4896,69.541,0.994,0.3972,2.19,GUF
ABAB,ABB-122,1446.7332,,-55.5313,69.541,0.974,0.3972,2.19,GUF
ABAB,ABB-122,1446.8856,,-55.573,69.541,0.964,0.3972,2.19,GUF
ABAB,ABB-122,1447.038,,-55.3628,69.541,0.954,0.3972,2.19,GUF
ABAB,ABB-122,1447.1904,,-55.1525,69.541,0.945,0.3972,2.19,GUF
ABAB,ABB-122,1447.3428,,-54.9413,69.541,0.939,0.3972,2.19,GUF
ABAB,ABB-122,1447.4952,,-54.731,69.541,0.933,0.3972,2.19,GUF
ABAB,ABB-122,1447.6476,,-54.9048,69.541,0.944,0.3972,2.19,GUF
ABAB,ABB-122,1447.8,,-55.0785,69.541,0.954,0.3972,2.19,GUF
ABAB,ABB-122,1447.9524,,-55.2533,69.541,0.965,0.3972,2.19,GUF
ABAB,ABB-122,1448.1048,,-55.427,69.541,0.976,0.3972,2.19,GUF
ABAB,ABB-122,1448.2572,,-55.3777,69.541,0.987,0.3972,2.19,GUF
ABAB,ABB-122,1448.4096,,-55.3285,69.541,1.012,0.3972,2.19,GUF
ABAB,ABB-122,1448.562,,-55.2792,69.541,1.038,0.3972,2.19,GUF
ABAB,ABB-122,1448.7144,,-55.231,69.541,1.059,0.3972,2.19,GUF
ABAB,ABB-122,1448.8668,,-55.1817,69.541,1.081,0.3972,2.19,GUF
ABAB,ABB-122,1449.0192,,-55.1325,69.541,1.103,0.3972,2.19,GUF
ABAB,ABB-122,1449.1716,,-54.9532,69.541,1.132,0.3972,2.19,GUF
ABAB,ABB-122,1449.324,,-54.7739,69.541,1.161,0.3972,2.19,GUF
ABAB,ABB-122,1449.4764,,-54.5957,69.541,1.191,0.3972,2.19,GUF
ABAB,ABB-122,1449.6288,,-54.4164,69.541,1.222,0.3972,2.19,GUF
ABAB,ABB-122,1449.7812,,-54.2372,69.541,1.249,0.3972,2.19,GUF
ABAB,ABB-122,1449.9336,,-54.1879,69.541,1.276,0.3972,2.19,GUF
ABAB,ABB-122,1450.086,,-54.1377,69.541,1.304,0.3972,2.19,GUF
ABAB,ABB-122,1450.2384,,-54.0874,69.541,1.296,0.3972,2.19,GUF
ABAB,ABB-122,1450.3908,,-54.0372,69.541,1.288,0.3972,2.19,GUF
ABAB,ABB-122,1450.5432,,-53.9869,69.541,1.28,0.3972,2.19,GUF
ABAB,ABB-122,1450.6956,,-54.0086,69.541,1.286,0.3972,2.19,GUF
ABAB,ABB-122,1450.848,,-54.0314,69.541,1.292,0.3972,2.19,GUF
ABAB,ABB-122,1451.0004,,-54.0531,69.541,1.298,0.3972,2.19,GUF
ABAB,ABB-122,1451.1528,,-54.5269,69.541,1.311,0.3972,2.19,GUF
ABAB,ABB-122,1451.3052,,-55.0006,69.541,1.325,0.3972,2.19,GUF
ABAB,ABB-122,1451.4576,,-55.4734,69.541,1.334,0.3972,2.19,GUF
ABAB,ABB-122,1451.61,,-56.5981,69.541,1.342,0.3972,2.19,GUF
ABAB,ABB-122,1451.7624,,-57.7228,69.541,1.351,0.3972,2.19,GUF
ABAB,ABB-122,1451.9148,,-58.9386,69.541,1.343,0.3972,2.19,GUF
ABAB,ABB-122,1452.0672,,-59.4483,69.541,1.334,0.3972,2.19,GUF
ABAB,ABB-122,1452.2196,,-59.9591,69.541,1.255,0.3972,2.19,GUF
ABAB,ABB-122,1452.372,,-60.4698,69.541,1.181,0.3972,2.19,GUF
ABAB,ABB-122,1452.5244,,-58.9546,69.541,1.146,0.3972,2.19,GUF
ABAB,ABB-122,1452.6768,,-58.0343,69.541,1.112,0.3972,2.19,GUF
ABAB,ABB-122,1452.8292,,-57.113,69.541,1.078,0.3972,2.19,GUF
ABAB,ABB-122,1452.9816,,-56.9918,69.541,1.054,0.3972,2.19,GUF
ABAB,ABB-122,1453.134,,-56.8705,69.541,1.07,0.3972,2.19,GUF
ABAB,ABB-122,1453.2864,,-56.7493,69.541,1.087,0.3972,2.19,GUF
ABAB,ABB-122,1453.4388,,-56.954,69.541,1.106,0.3972,2.19,GUF
ABAB,ABB-122,1453.5912,,-57.1588,69.541,1.126,0.3972,2.19,GUF
ABAB,ABB-122,1453.7436,,-58.1685,69.541,1.146,0.3972,2.19,GUF
ABAB,ABB-122,1453.896,,-59.1782,69.541,1.152,0.3972,2.19,GUF
ABAB,ABB-122,1454.0484,,-58.181,69.541,1.158,0.3972,2.19,GUF
ABAB,ABB-122,1454.2008,,-57.0877,69.541,1.135,0.3972,2.19,GUF
ABAB,ABB-122,1454.3532,,-55.9945,69.541,1.114,0.3972,2.19,GUF
ABAB,ABB-122,1454.5056,,-55.9212,69.541,1.093,0.3972,2.19,GUF
ABAB,ABB-122,1454.658,,-55.847,69.541,1.048,0.3972,2.19,GUF
ABAB,ABB-122,1454.8104,,-55.7727,69.541,1.005,0.3972,2.19,GUF
ABAB,ABB-122,1454.9628,,-56.1915,69.541,0.973,0.3972,2.19,GUF
ABAB,ABB-122,1455.1152,,-56.6112,69.541,0.942,0.3972,2.19,GUF
ABAB,ABB-122,1455.2676,,-57.0299,69.541,0.913,0.3972,2.19,GUF
ABAB,ABB-122,1455.42,,-57.1387,69.541,0.912,0.3972,2.19,GUF
ABAB,ABB-122,1455.5724,,-57.2474,69.541,0.911,0.3972,2.19,GUF
ABAB,ABB-122,1455.7248,,-57.3562,69.541,0.911,0.3972,2.19,GUF
ABAB,ABB-122,1455.8772,,-57.4659,69.541,0.908,0.3972,2.19,GUF
ABAB,ABB-122,1456.0296,,-57.5747,69.541,0.905,0.3972,2.19,GUF
ABAB,ABB-122,1456.182,,-57.4954,69.541,0.902,0.3972,2.19,GUF
ABAB,ABB-122,1456.3344,,-57.4161,69.541,0.899,0.3972,2.19,GUF
ABAB,ABB-122,1456.4868,,-57.3379,69.541,0.897,0.3972,2.19,GUF
ABAB,ABB-122,1456.6392,,-57.0106,69.541,0.895,0.3972,2.19,GUF
ABAB,ABB-122,1456.7916,,-56.6824,69.541,0.893,0.3972,2.19,GUF
ABAB,ABB-122,1456.944,,-56.3551,69.541,0.891,0.3972,2.19,GUF
ABAB,ABB-122,1457.0964,,-55.9989,69.541,0.888,0.3972,2.19,GUF
ABAB,ABB-122,1457.2488,,-55.6426,69.541,0.9,0.3972,2.19,GUF
ABAB,ABB-122,1457.4012,,-55.2864,69.541,0.913,0.3972,2.19,GUF
ABAB,ABB-122,1457.5536,,-54.9371,69.541,0.926,0.3972,2.19,GUF
ABAB,ABB-122,1457.706,,-54.5888,69.541,0.939,0.3972,2.19,GUF
ABAB,ABB-122,1457.8584,,-54.2406,69.541,0.974,0.3972,2.19,GUF
ABAB,ABB-122,1458.0108,,-54.3963,69.541,1.009,0.3972,2.19,GUF
ABAB,ABB-122,1458.1632,,-54.5531,69.541,1.046,0.3972,2.19,GUF
ABAB,ABB-122,1458.3156,,-54.7088,69.541,1.084,0.3972,2.19,GUF
ABAB,ABB-122,1458.468,,-55.2766,69.541,1.106,0.3972,2.19,GUF
ABAB,ABB-122,1458.6204,,-55.8443,69.541,1.128,0.3972,2.19,GUF
ABAB,ABB-122,1458.7728,,-56.134,69.541,1.151,0.3972,2.19,GUF
ABAB,ABB-122,1458.9252,,-56.4248,69.541,1.174,0.3972,2.19,GUF
ABAB,ABB-122,1459.0776,,-56.2665,69.541,1.184,0.3972,2.19,GUF
ABAB,ABB-122,1459.23,,-56.1083,69.541,1.194,0.3972,2.19,GUF
ABAB,ABB-122,1459.3824,,-55.95,69.541,1.205,0.3972,2.19,GUF
ABAB,ABB-122,1459.5348,,-55.0468,69.541,1.205,0.3972,2.19,GUF
ABAB,ABB-122,1459.6872,,-54.4485,69.541,1.206,0.3972,2.19,GUF
ABAB,ABB-122,1459.8396,,-53.8503,69.541,1.207,0.3972,2.19,GUF
ABAB,ABB-122,1459.992,,-53.252,69.541,1.208,0.3972,2.19,GUF
ABAB,ABB-122,1460.1444,,-53.1877,69.541,1.217,0.3972,2.19,GUF
ABAB,ABB-122,1460.2968,,-53.1235,69.541,1.227,0.3972,2.19,GUF
ABAB,ABB-122,1460.4492,,-53.6752,69.541,1.237,0.3972,2.19,GUF
ABAB,ABB-122,1460.6016,,-54.227,69.541,1.261,0.3972,2.19,GUF
ABAB,ABB-122,1460.754,,-53.9427,69.541,1.285,0.3972,2.19,GUF
ABAB,ABB-122,1460.9064,,-53.6595,69.541,1.312,0.3972,2.19,GUF
ABAB,ABB-122,1461.0588,,-53.8712,69.541,1.34,0.3972,2.19,GUF
ABAB,ABB-122,1461.2112,,-54.0819,69.541,1.336,0.3972,2.19,GUF
ABAB,ABB-122,1461.3636,,-53.8677,69.541,1.328,0.3972,2.19,GUF
ABAB,ABB-122,1461.516,,-53.6534,69.541,1.32,0.3972,2.19,GUF
ABAB,ABB-122,1461.6684,,-53.1952,69.541,1.312,0.3972,2.19,GUF
ABAB,ABB-122,1461.8208,,-52.7359,69.541,1.304,0.3972,2.19,GUF
ABAB,ABB-122,1461.9732,,-53.1947,69.541,1.299,0.3972,2.19,GUF
ABAB,ABB-122,1462.1256,,-53.6534,69.541,1.294,0.3972,2.19,GUF
ABAB,ABB-122,1462.278,,-54.4331,69.541,1.289,0.3972,2.19,GUF
ABAB,ABB-122,1462.4304,,-55.2129,69.541,1.295,0.3972,2.19,GUF
ABAB,ABB-122,1462.5828,,-55.2396,69.541,1.301,0.3972,2.19,GUF
ABAB,ABB-122,1462.7352,,-55.4114,69.541,1.308,0.3972,2.19,GUF
ABAB,ABB-122,1462.8876,,-55.5821,69.541,1.319,0.3972,2.19,GUF
ABAB,ABB-122,1463.04,,-55.7529,69.541,1.331,0.3972,2.19,GUF
ABAB,ABB-122,1463.1924,,-55.7996,69.541,1.347,0.3972,2.19,GUF
ABAB,ABB-122,1463.3448,,-55.8464,69.541,1.362,0.3972,2.19,GUF
ABAB,ABB-122,1463.4972,,-55.8921,69.541,1.378,0.3972,2.19,GUF
ABAB,ABB-122,1463.6496,,-55.9078,69.541,1.395,0.3972,2.19,GUF
ABAB,ABB-122,1463.802,,-55.9236,69.541,1.412,0.3972,2.19,GUF
ABAB,ABB-122,1463.9544,,-55.9393,69.541,1.401,0.3972,2.19,GUF
ABAB,ABB-122,1464.1068,,-55.9461,69.541,1.391,0.3972,2.19,GUF
ABAB,ABB-122,1464.2592,,-55.9528,69.541,1.38,0.3972,2.19,GUF
ABAB,ABB-122,1464.4116,,-56.0816,69.541,1.346,0.3972,2.19,GUF
ABAB,ABB-122,1464.564,,-56.5893,69.541,1.313,0.3972,2.19,GUF
ABAB,ABB-122,1464.7164,,-57.098,69.541,1.281,0.3972,2.19,GUF
ABAB,ABB-122,1464.8688,,-57.2968,69.541,1.24,0.3972,2.19,GUF
ABAB,ABB-122,1465.0212,,-57.4945,69.541,1.202,0.3972,2.19,GUF
ABAB,ABB-122,1465.1736,,-56.9933,69.541,1.178,0.3972,2.19,GUF
ABAB,ABB-122,1465.326,,-56.491,69.541,1.154,0.3972,2.19,GUF
ABAB,ABB-122,1465.4784,,-55.9898,69.541,1.131,0.3972,2.19,GUF
ABAB,ABB-122,1465.6308,,-55.6225,69.541,1.117,0.3972,2.19,GUF
ABAB,ABB-122,1465.7832,,-55.2543,69.541,1.103,0.3972,2.19,GUF
ABAB,ABB-122,1465.9356,,-54.887,69.541,1.089,0.3972,2.19,GUF
ABAB,ABB-122,1466.088,,-54.5187,69.541,1.063,0.3972,2.19,GUF
ABAB,ABB-122,1466.2404,,-54.4255,69.541,1.032,0.3972,2.19,GUF
ABAB,ABB-122,1466.3928,,-54.3312,69.541,1.002,0.3972,2.19,GUF
